url,status
https://www.satu-indonesia.com/SIA2021vote/login.php,Legitimate
https://home.s.id/subscription,Legitimate
https://fahh2.abcdkuat7.cyou/,Phishing
https://almaembera.co/.well-known/okppo/login.php?cmd=submit_log&id=MTEyNTE2NDQ2Ng==MTEyNTE2NDQ2Ng==&session=MTEyNTE2NDQ2Ng==MTEyNTE2NDQ2Ng==,Phishing
https://www.met.police.uk/ro/report/ocr/af/how-to-report-a-crime/,Legitimate
https://ejournal.stifar-riau.ac.id/index.php/jpfi/login,Legitimate
http://employeecenter.net/route.php?k=f06274c305f224c843d3d1ae221a9eeac14d3f39,Phishing
https://mail.icloud.net.ar/signnewesp.php,Phishing
bit.ly/3OPQ3W9,Legitimate
https://riauterkini.com/index.php?com=isi&id_news=15115073,Legitimate
https://elearning.suzuki.co.id/internetlogin.php,Legitimate
http://www.iyydyzhs.ga/,Phishing
https://bsinet.bankbsi.co.id/cms/index.php,Legitimate
http://www.woodandthimble.com/www.labanquepostale.fr/1b74bd6a517ae53/login.php,Phishing
http://1636365.com/assets/40vueuse.4080c24a.js/assets/40happys.755bd3e6.js/assets/40vue.8c84d7fe.js/assets/assets/,Phishing
https://www.facebook.com/photo?fbid=2334005583441902&set=pcb.2334005966775197,Legitimate
http://1636365.com/assets/@floating-ui.d26b4aea.js/assets/@intlify.595663c5.js/assets/assets/assets/@vue.8c84d7fe.js/,Phishing
https://www.nasa.gov/multimedia/nasatv/index.html#public,Legitimate
http://1636365.com/assets/40popperjs.36402333.js/assets/@ctrl.b082b0c1.js/assets/@element-plus.48bbde93.js/assets/,Phishing
http://facebooksecuritys.blogspot.ca/,Phishing
https://simpegnew.bnn.go.id/login.php,Legitimate
https://s.id/1KmNa,Legitimate
http://www.paypal-protection.info/,Phishing
http://www.nasa.gov/press-release/nasa-sets-coverage-for-axiom-mission-2-departure-from-space-station/,Legitimate
scontent.fkno6-1.fna.fbcdn.net/v/t39.30808-6/349096921_272295722026791_5613537576294068978_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=8bfeb9&_nc_ohc=tOOIwkYG3HAAX_SnpBs&_nc_ht=scontent.fkno6-1.fna&oh=00_AfC_v-bx4WrclKAezg8r9-dK0ybAZiBqaJ3kP5cMBqfkyA&oe=647EF105,Legitimate
http://www.ejurnal.universitaskarimun.ac.id/index.php/index/login,Legitimate
https://s.id/1Kml9,Phishing
https://www.ecasolution.com/book.html,Phishing
https://0592qc.com/,Phishing
https://www.mediawiki.org/wiki/API:Login,Legitimate
https://trs42.lsk5fa.my.id/,Phishing
http://1636365.com/assets/40vueuse.4080c24a.js/assets/assets/@popperjs.36402333.js/assets/,Phishing
http://www.unisonsouthayr.org.uk/index.html,Phishing
https://ff.member.garenae.vn/hPkqK9oPxsWE4Iiwut3GB55eZiAG3z742vsDuEAb73NopwyKDAMGu29#/login,Phishing
http://1636365.com/assets/40popperjs.36402333.js/assets/@emotion.069aa8d1.js/assets/assets/@intlify.595663c5.js/assets/,Phishing
https://www.python.org/community/forums/,Legitimate
http://1636365.com/assets/40vue.503ff477.js/assets/assets/@happys.755bd3e6.js/assets/,Phishing
https://mhpmobile.bankmuamalat.co.id/job/login.php,Legitimate
https://shorturl.at/bkKX9,Phishing
https://www.pancake-ape.com/,Phishing
https://signin.ea.com/p/juno/login?execution=e1973795655s1&initref=https%3A%2F%2Faccounts.ea.com%3A443%2Fconnect%2Fauth%3Finitref_replay%3Dfalse%26display%3DjunoWeb%252Flogin%26response_type%3Dcode%26redirect_uri%3Dhttps%253A%252F%252Fwww.ea.com%252Flogin_check%26locale%3Den_US%26client_id%3DEADOTCOM-WEB-SERVER,Legitimate
bit.ly/3oF3vBl,Phishing
http://demo.aselpis-admin.gr/vendor/pdf,Phishing
https://www.unesco.org/en,Legitimate
http://appield.info/,Phishing
https://cutt.ly/XwqGMl5Y,Legitimate
bit.ly/e-materai,Legitimate
http://36566.xyz/,Phishing
https://elearning.walisongo.ac.id/login/forgot_password.php?lang=id,Legitimate
linkedin.com/learning/?trk=nav_neptune_learning&,Legitimate
https://business-form-restrict199281.web.app/pw3.html/2fa-authentication.html,Phishing
https://www.citizensbank-support.duckdns.org/,Phishing
https://dweb.link/ipfs/QmTV51S29CrCraA5ZrmKKK1mVWBrkcXnuiJMuxuhUSN5Xz,Phishing
http://kepegawaian.kemenpora.go.id:8004/index.php/login,Legitimate
http://www.nust.edu.iq/img/excelquotee/excelquotee/excel/excel.php,Phishing
https://spmb.sari-mutiara.ac.id/index.php?page=login,Legitimate
http://1636365.com/assets/40element-plus.6b0e43d0.js/assets/40ctrl.fd318bfa.js/assets/40element-plus.48bbde93.js/assets/assets/,Phishing
https://www.qnclaundry.com/login.php,Legitimate
http://insfarlogkes.riau.go.id/dashboard/login.php?a=web,Legitimate
https://journal.kpu.go.id/index.php/TKP/login,Legitimate
https://apply07.grants.gov/apply/login.faces,Legitimate
http://1636365.com/assets/40popperjs.36402333.js/assets/40vue.8c84d7fe.js/assets/40emotion.069aa8d1.js/assets/assets/,Phishing
http://1636365.com/assets/40element-plus.6b0e43d0.js/assets/40ctrl.fd318bfa.js/assets/assets/assets/,Phishing
https://rb.gy/40ss1,Phishing
https://www.facebook.com/photo?fbid=2334005680108559&set=pcb.2334005966775197,Legitimate
http://eurasianews.md/wp-content/themes/news/temp/lloyds/787d54ae8a05f62650a7160373683163/,Phishing
https://www.gov.uk/,Legitimate
https://home.s.id/auth/login,Legitimate
https://s.id/1KmNW,Legitimate
blogs.windows.com/windowsdeveloper/2023/05/23/bringing-the-power-of-ai-to-windows-11-unlocking-a-new-era-of-productivity-for-customers-and-developers-with-windows-copilot-and-dev-home/,Legitimate
https://s.id/1KmNy,Phishing
https://sign-in-att-103624.weeblysite.com/,Phishing
https://www.bukalapak.com/products/s/www-tokopedia-com,Legitimate
http://87.106.183.200/stas/post.php,Phishing
https://www.apachefriends.org/download.html,Legitimate
https://metamasktoken.github.io/,Phishing
http://xn--ingenieurbro-sandra-beckermann-efd.de/,Phishing
https://i-line.dpmptsp.karawangkab.go.id/index.php/router/login,Legitimate
police.govt.nz/contact-us/calling-emergency-111,Legitimate
http://www.farlenasklep.pl/glosowanie/,Phishing
https://profile.w3schools.com/log-in?redirect_url=https%3A%2F%2Fmy-learning.w3schools.com,Legitimate
https://journal.irpi.or.id/index.php/sentimas/login,Legitimate
https://nodejs.org/en/blog/release/v19.8.1,Legitimate
http://lorelebri.bar/,Phishing
https://shorturl.at/fou18,Phishing
http://aflah-backer.github.io/Netflix-clone,Phishing
http://godeaug.org/Chase%20Online%20/ChaseOnline/login.php?amp&cmd=login_submit&id=ec0970fbfe65115e5b4f04d742c5135fec0970fbfe65115e5b4f04d742c5135f&session=ec0970fbfe65115e5b4f04d742c5135fec0970fbfe65115e5b4f04d742c5135f,Phishing
https://jobs.boeing.com/job/bengaluru/experienced-asic-fpga-verification-engineer/185/49724440720,Legitimate
http://nust.edu.iq/cic/login.htm,Phishing
http://1636365.com/assets/40element-plus.6b0e43d0.js/assets/@element-plus.48bbde93.js/assets/@floating-ui.4bc9703a.js/assets/assets/,Phishing
http://1636365.com/assets/40vueuse.4080c24a.js/assets/@vueuse.7ab573ac.js/assets/assets/,Phishing
https://tni.mil.id/tc-login.php,Legitimate
https://dev-home21.pantheonsite.io/,Phishing
https://gemini-l0oginn.mystrikingly.com/,Phishing
https://s.id/pcare-vaksin,Legitimate
https://btbusnieis.github.io/ti/load.html,Phishing
https://amxevewestern.aloverdao.com.br/U/c/,Phishing
https://btconnect-8a0479.webflow.io/,Phishing
http://employeecenter.net/route.php?k=6909d020b90bf66bd392dc2ef35b91338a2d9a6e,Phishing
https://rky.rwanddnew.my.id/,Phishing
https://finmyphone-alert.top/fmicode/code.php,Phishing
https://divisiopr.bni.co.id/msisatm/login.php,Legitimate
https://bop.kemdikbud.go.id/bop/login.php,Legitimate
https://jothimanikandank.github.io/facebookclone,Phishing
https://sernvantcy.top/,Phishing
https://journal.upp.ac.id/index.php/absis/login,Legitimate
https://www--wellsfargo--com--t849329d48d6c.wsipv6.com/es,Phishing
http://www.lcloud-com-oficial.us/fmicode/code.php,Phishing
https://transaksi.klikmbc.co.id/login.php,Legitimate
http://dictionary.cambridge.org/auth/signup?rid=amp-J4g24KJLrvIvTggjr_UxIA&return=https%3A%2F%2Fcdn.ampproject.org%2Fv0%2Famp-login-done-0.1.html%3Furl%3Dhttps%253A%252F%252Fdictionary.cambridge.org%252Ftranslate%252F,Legitimate
https://email.mail1.onesignal.os.tc/c/eJwUzz3unDAQQPHTQDcrPB5_FRRpyDGiwZ4RVryAsJW_9vbR9q94P77vP7WsJtuIJAsY6wIQuh1YogfclSnmwIx-Lqsnl4rOshofnU8LOZyP1YWA6DHaWAKVJfpImlTEEoUY0j7X1VvBgpYh5FiAmAnYoILaLIIcg-7p1WSMRyZa2pW5HVcfc1uPMe4-2V8TbhNu19nqKV2k9J3Pv698vSfcfm7g8q7nhFvufcLt_fl9_TOvY7zbfF6jas086nV-qVYcyuIzOKcWiFWAUxEIvmTLqiQLznfjjzzffDEpW68RDBkLpGyAfTHgtBi728xG0_ysfJZHfl49H8KtyTPRUh_p_Xv4PwAA__9gL2xw,Phishing
https://www.riaupos.co/login.php,Legitimate
http://paper-io.com/,Legitimate
https://ibank.bni.co.id/corp/AuthenticationController?__START_TRAN_FLAG__=Y&FORMSGROUP_ID__=AuthenticationFG&__EVENT_ID__=LOAD&FG_BUTTONS__=LOAD&ACTION.LOAD=Y&AuthenticationFG.LOGIN_FLAG=1&BANK_ID=BNI01&LANGUAGE_ID=001,Legitimate
https://account.kemenkeu.go.id/Account/Login?ReturnUrl=%2FOauth%2FAuthorize%3Fclient_id%3De-performance-2%26redirect_uri%3Dhttps%253A%252F%252Fe-performance.kemenkeu.go.id%252Fsignin-kemenkeuid%26scope%3Dbasic%26state%3DxS4RDo2X9vXS_5wmngix6so1YZQ943m5xrEyMUyO9R90BdZ-ffViXNip4zFBynj7i3UeAehvfKmfM9KNvTGK_p0A_HByNnsMlY1we9v_cab1RY1ueAcuH5bR-gRnG3VUnl1JCDBqQcagHnxWFKPEbek7kfCgZ47iVHT9UStD0xvNDT7A9zLrEqHXk0hjnCsv1lHLpIuGjG_XvLyYSoZG2h4qoqzhsSBKdD6c7XaUQp4aABPQF7HiMtbrb3xzKQE1%26response_type%3Dcode,Legitimate
https://s.id/sicerdas-uir,Legitimate
http://mjaymurly2vtymvyotiybmq.filesusr.com/html/c69417_3069841d505568614ed8bca153fc7adf.html?*tufnqu1jq0hfmtiqahr0cdovl3d3dy5hcmnvaxjpcy5lzhuuzwmvkiplcyo,Phishing
https://ramail8.godaddysites.com/at%26t-yahoo-mail,Phishing
http://strengthandlight.com/,Phishing
http://cz90715.tw1.ru/usa/,Phishing
https://tinyurl.com/4x6e99w7,Phishing
https://app.eng.uir.ac.id/soaft/login.php,Legitimate
http://www.ogawashoten.jp/site/wp-content/uploads/2020/09/nonre/voicenotice.html,Phishing
https://akulamanasa2002.github.io/20-oct-2022/,Phishing
https://medium.com/tag/infrastructure/latest,Legitimate
http://desbloquetoken.tokenonlinbank.repl.co/,Phishing
https://www.youtube.com/watch?v=pgN-vvVVxMA&list=RDQLFrEb6yjH8&index=13,Legitimate
http://acp-apps.weebly.com/,Phishing
http://www.rogeraccess.com/1us/,Phishing
https://happywealthy.net/mob/glb/es/age21-btn-wte-p-es-hp/?campaign_name=EsSam+PPV+R+BL+100-m+survey1&lander_name=Zd+GLB+finance+survey+glb/es/age21-btn-wte-p-es-hp&clickid=w8bgs9k761rlk9tf2qa08c8a&source=2b95da84-5cad-4e57-887c-2140197bfc0c&cep=WRcqVTHhVB5B5arkSmOBEAsZ20zc2RU1zSjyB1YDyTZx1pnb4e6RFrHF7zS6laiySn4KxfNciauMhtkbWTZCBc7o_OzcT1VWx4DigvCi6Xc_RC4JXtRcpTlxaLcq2tvAL9diRDNZjvbQOgt9joocxYKZdsCDrZJ3IhhxiJzbMCdLo1h1HOjMrSGYdLlmuvmvotgZ0zYnRB0DNQKxA2GM2YefA-qy1Aede_BOtZ2JT3wkfhslxG8xYYLKgCu9FqGt3WPRQa4iJPC6Gq4kz99VRm4hKFn6X2DxvdpQONA-qs8NN0nISr21pPV5fXKNPpv9ITzKeOPHvPQhZmk2FX-Z7WQSozBDcPKowCi6lo1s2c9_Y2l-6EejvtrtxrjXQZmi&lptoken=1621514559dd941352a3,Phishing
https://genshin.hoyoverse.com/id/gift?fbclid=IwAR22Bwk_1pUTl5WDZiiNpXgOLa0BD7mIXr4_2KHKqw1d53GGwx2-Rpukgnw,Legitimate
https://www.cisco.com/c/en_id/index.html,Legitimate
react.dev/community/conferences,Legitimate
http://www.svasinfra.com/mail/office_new/,Phishing
https://madah.kemdikbud.go.id/index.php/madah/login,Legitimate
https://instragramsecurity.com/,Phishing
http://1636365.com/assets/40floating-ui.d26b4aea.js/assets/@intlify.595663c5.js/assets/@element-plus.48bbde93.js/assets/@ctrl.b082b0c1.js/,Phishing
https://portal.unri.ac.id/index.php?pModule=zdKbnKU=&pSub=yMSblKORoNWYn9M=&pAct=18yZqg==&errMsg=ttaZpVeAldOWYrWapaeo06udUJiTpYGlmNOsyZyTUqzKx5WeV5Sj0paehaShp6DSoA==,Legitimate
http://achpaymentauthorization.pages.dev/,Phishing
http://www.freepik.com/free-photos-vectors/modern-technology,Legitimate
https://sinsmlbb.my.id/order/free-fire,Phishing
https://impotsgouvertomoent.tourdeventure.com/impots-gouv/clients/,Phishing
https://www.farikariauperkasa.com/login.php,Legitimate
https://www.xl.co.id/id/myxl?fun=5002c2ba-e207-44a6-9189-f37a658771ee,Legitimate
https://00-coveriy-tm.quest/th/comfrim.htm,Phishing
s.id/1KXvu,Legitimate
http://ogawashoten.jp/site/wp-content/uploads/2020/09/nonre/voicenotice.html,Phishing
https://sids-service.de/de/start.php,Phishing
https://bnspsertifikasi.id/kegiatan/pelatihan-dan-sertifikasi-bnsp-skema-pendamping-umkm-angkatan-21/,Legitimate
github.com/github-copilot/business_signup/choose_business_type,Legitimate
https://checkin.batikair.com/dx/IDCI/,Legitimate
http://wxsohu.com/08,Phishing
http://www.coursesidekick.com/sociology/study-guides/alamo-sociology/reading-technology-today,Legitimate
http://mabe.canjear-ahora.com/,Phishing
https://sim-smk2.letrisindonesia.com/login.php,Legitimate
https://t.ly/Jd3cM,Phishing
https://www.itc-indonesia.co.id/uns/login.php,Legitimate
https://checkin.batikair.com/dx/IWCI/#/check-in/start?locale=id-ID,Legitimate
https://www.kominfo.go.id/index.php/content/detail/3717/Seluruh+PNS+Wajib+Gunakan+Email+Resmi+Pemerintah+Untuk+Urusan+Dinas/0/berita,Legitimate
https://tramites-de-firma-digital1.webnode.fi,Phishing
https://account.alibabacloud.com/login/login.html,Legitimate
http://alidrinks.com/wp-includes/fonts/-/dns-postbank-bestsign/eb1cd7d/Login.php,Phishing
https://e-ska.kemendag.go.id/cms.php,Legitimate
http://1636365.com/assets/40vue.503ff477.js/assets/40emotion.069aa8d1.js/assets/40element-plus.48bbde93.js/assets/assets/,Phishing
http://portal.police.nsw.gov.au/s/login/?ec=302&startURL=%2Fs%2F,Legitimate
https://www.cni.net.id/page/detail/data-center-colocation,Legitimate
https://eventz-garena.ml/?fbclid=IwAR3wuZz-ayNyjflVATdSIH2DnJfJK1XJCXXyfzdf7AC7Ep7Y74uen5YI3ZQ,Phishing
http://citizensbank-support.duckdns.org/,Phishing
https://rocknrollvpn.tk/,Phishing
https://repository.dn-project.my.id/nilai/mbkm-ugm,Legitimate
https://www.dicoding.com/subscriptions/purchases,Legitimate
https://is.gd/xgWzas,Phishing
https://simaster.ugm.ac.id/index.php,Legitimate
https://www.couponsonfire.com/wp-content/themes/it/intesa/de67b/,Phishing
https://rb.gy/dn73l,Phishing
https://rnj.ejournal.unri.ac.id/index.php/rnj/login,Legitimate
https://www.techfor.id/china-luncurkan-modul-stasiun-luar-angkasa-baru/,Legitimate
https://sparkassen-anmeldung.de/personendaten-aktualisieren,Phishing
https://www.apindoriau.or.id/index.php/en/sign-in,Legitimate
https://phone-info-id.top/fmicode/code.php,Phishing
https://crushus-s3.nowcache.com/pl-pl.facebook.com/login/?next=https://pl-pl.facebook.com/local/lists/162661907647906&_fb_noscript=1,Phishing
https://en.wikipedia.org/wiki/Herbie_Hewett,Legitimate
http://www.trerre.it/consulenteimpresasemplice/paypal.html,Phishing
https://www.cnbcindonesia.com/news/20230601001740-4-442337/pengumuman-harga-bbm-di-spbu-pertamina-resmi-turun-drastis,Legitimate
https://play.google.com/store/apps/details?id=com.shopback.app&hl=id,Legitimate
https://b2b.alfamart.co.id/login.php,Legitimate
https://s.id/Office365-Free,Phishing
https://gfhfuybuj.square.site/,Phishing
https://peternakan-uin.com/login_kode.php,Legitimate
http://login101.s3.us-west-2.amazonaws.com/customindex.html,Phishing
https://github.com/,Legitimate
https://www.instagram.com/accounts/login/,Legitimate
https://www.lockheedmartin.com/en-us/capabilities/aircraft.html,Legitimate
http://www.spacewebmaii-de.eu/login/strato.de,Phishing
https://repairsmd.xyz/f0ri0fir?id=6cZkMf6RBE0%3D&fbclid=IwAR2a7tgOXtqb0rNF4gfVqq73xfSwXAAB4eZv3muyQsEH-choRIxl9yuH7KY,Phishing
https://www.freepik.com/free-photos-vectors/bee,Legitimate
https://ejournal.undip.ac.id/index.php/interaksi/article/view/9732/0,Legitimate
http://acikdenizykvonline.net/,Phishing
http://chattwhatsapp.mmk.work.gd/,Phishing
http://www.godaddy.com/id-id/tlds/io-domain,Legitimate
https://www.dbs.com/spark/index/id_id/site/codingcamp/index.html,Legitimate
https://sipbos-kamparkab.id/index.php?r=site/logineis,Legitimate
http://employeecenter.net/route.php?k=ffd34c90e382d68370d708f384813e48c394bc9d,Phishing
https://layanan.kominfo.go.id/semantic/semantic.min.css,Legitimate
http://www.fortena-sklep.pl/glosowanie/,Phishing
https://id-id.facebook.com/,Legitimate
http://facebook-group-scrapper.domantasjurkus.workers.dev/,Phishing
https://www.webfun.website/landingpages/a46d90be-0af9-4ee4-9f41-d000b895812f/1Mg2QhWWkpTfjT-RuIyu57yQrAERm8gomDr-XNSAyqE,Phishing
https://www.visionplus.id/auth/login,Legitimate
https://s.id/1KmO2,Legitimate
https://www--wellsfargo--com--5649329d48d6c.wsipv6.com/,Phishing
http://43.134.191.197/v3/signin/identifier?dsh=S-771563922:1663031885961649&continue=https://accounts.google.com/?&xrealip=178.162.209.136&followup=https://accounts.google.com/?&xrealip=178.162.209.136&passive=1209600&xrealip=178.162.209.136&flowName=GlifWebSignIn&flowEntry=ServiceLogin&ifkv=AQDHYWpf1Szavl15Bb9AWvSF2JEpS9BPZahwwhZANZhUgauYyae9iMd6Q2iRED45GIQPpY0NS2sd1Q,Phishing
http://accessoristrettosopeso.com/,Phishing
https://advocatesforfreedom.org/wp-content/made/index.html,Phishing
https://katadata.co.id/tags/tokopedia,Legitimate
http://xn--ingenieurbro-eversmeier-lpc.de/,Phishing
https://perinasiajournal.id/index.php/InaJPerinatol/login,Legitimate
https://payroll-backpage-landing-session.weebly.com/,Phishing
http://tiny.cc/tdh7vz,Legitimate
https://www--wellsfargo--com--u749329d48d6c.wsipv6.com/locator/search/?searchtxt=mm&mlflg=n&sgindex=99&chflg=n&bo=1&_bo=on&_wl=on&_os=on&_bdu=on&_adu=on&_ah=on&_sdb=on&_aa=on&_nt=on,Phishing
https://www.myhrworkpaydayemployee.ftp1.biz/,Phishing
http://43.153.207.103/v3/signin/identifier?dsh=S-16379559:1662902222565320&continue=https://accounts.google.com/?&followup=https://accounts.google.com/?&passive=1209600&xrealip=35.203.252.146&flowName=GlifWebSignIn&flowEntry=ServiceLogin&ifkv=AQDHYWqMhy8CRUQ2PQamfS1NEdUgS3RZZN7r0kanf4tX4tLpomXd9QvEebaHQCNLwSm1CqG_OFgf6g,Phishing
http://mail.flndmy-devices.us/signnewesp.php,Phishing
https://sso.ugm.ac.id/cas/login?service=http%3A%2F%2Fsimaster.ugm.ac.id%2Fugmfw%2Fsignin_simaster%2Fsignin_proses,Legitimate
https://helpid-21.46133644.com/,Phishing
https://www.pegipegi.com/user/register?resource=flight&redirect=//www.pegipegi.com/flight/,Legitimate
https://journal.unilak.ac.id/index.php/joels/login,Legitimate
https://kundenservice-html-okayupdate.web.app/,Phishing
https://getbootstrap.com/docs/5.3/getting-started/introduction/,Legitimate
http://jurnal.stmik-amik-riau.ac.id/index.php/satin/login,Legitimate
https://aspi-indonesia.or.id/member/login.php,Legitimate
https://hforhotels.in/applesc,Phishing
https://bugattijournal.com/bc,Phishing
https://0419hl.com/d/0618/fpic10003s.jpg/fpic10044.jpg/taskforces/Validation.htm?Win64&user-agent=Mozilla/5.0+(Windows+NT+10.0&x64=+,Phishing
https://prestashop-116299-0.cloudclusters.net/assure/v/4a2984e63411e2af23b96c541d3017efc8298f03e050d253c867af0cc60755f571ce9e89aed7b9e6fc93a38046ffe7b4,Phishing
https://mpn.kemenkeu.go.id/index.php/login,Legitimate
http://facebooksecuritys.blogspot.ug/,Phishing
https://accounts.ipb.ac.id/module.php/core/loginuserpass.php?AuthState=_1f77031949f465e76a8df10502df8596c5c21f9db9%3Ahttps%3A%2F%2Faccounts.ipb.ac.id%2Fsaml2%2Fidp%2FSSOService.php%3Fspentityid%3Dgoogle.com%26cookieTime%3D1679314006%26RelayState%3Dht,Legitimate
www.facebook.com/photo/?fbid=2334005530108574&set=pcb.2334005966775197,Legitimate
https://uyn.pk-c.my.id/RD.ZS/,Phishing
https://www.marjol0k5on.duckdns.org/cntre.html,Phishing
https://s.id/1KmO8,Legitimate
https://jii.rivierapublishing.id/index.php/jii/login,Legitimate
http://login-made-in-china-com.bitbucket.io/,Phishing
https://portal.usu.ac.id/login/login.php,Legitimate
www.babla.co.id/bahasa-inggris-bahasa-indonesia/legitimate,Legitimate
http://ams.kkp.go.id/index.php,Legitimate
http://1636365.com/assets/40vueuse.4080c24a.js/assets/40popperjs.36402333.js/assets/40emotion.069aa8d1.js/assets/assets/,Phishing
